satisfaction,evaluation,projects,hours,tenure,accident,left,promotion,department,salary
9.6,8.1,3,213,2,no,no,no,product_rand,high
9.7,9.3,5,137,1,yes,no,no,management,low
6.9,7.7,4,236,2,no,no,no,product_rand,high
6.9,7.2,3,130,1,no,no,no,management,medium
8.5,5.5,5,248,2,yes,no,no,product_rand,medium
2,8.4,7,249,3,no,yes,no,acct_it,medium
8.1,6.7,5,153,1,no,no,no,mktg_sales,low
9.5,8.6,2,218,3,no,no,no,product_rand,medium
4.4,5.4,2,133,2,no,yes,no,acct_it,medium
1.9,8.4,5,280,3,no,yes,no,product_rand,low
2,8.7,5,256,3,no,yes,no,product_rand,low
7.9,7.5,6,247,5,no,no,no,product_rand,low
5.5,7,2,184,1,no,no,no,product_rand,low
3.3,8.9,4,156,9,no,no,no,support_hr,high
2.3,7.9,4,275,3,no,no,no,support_hr,high
6.5,6.6,3,108,2,no,no,no,acct_it,medium
5.3,8.4,4,181,6,no,no,yes,support_hr,medium
7.7,6.7,5,152,2,no,no,no,technical,medium
6.7,6.1,4,188,9,no,no,no,acct_it,low
4.9,4.6,2,154,2,no,yes,no,acct_it,low
4.2,4.8,2,164,2,no,yes,no,mktg_sales,low
6.3,6.5,2,228,2,no,no,no,management,medium
5.9,5.3,2,199,1,no,no,no,management,low
2.4,9.6,5,196,5,no,no,no,management,low
5.4,4,2,152,1,yes,no,yes,support_hr,high
8.7,8,4,249,2,no,no,no,acct_it,low
6,5.4,4,235,1,no,no,no,management,low
4.2,6,6,243,4,no,no,no,management,medium
9.4,6.7,4,136,2,yes,no,no,product_rand,medium
8.3,6.2,3,184,2,no,no,no,acct_it,low
7.5,5.4,2,290,5,no,no,no,mktg_sales,medium
7.5,8.8,4,194,2,yes,no,no,support_hr,high
4.4,4.7,1,145,2,no,yes,no,acct_it,low
7.5,9.5,5,171,2,no,no,no,management,low
7.3,6.2,3,107,2,no,no,no,mktg_sales,low
6.2,6.2,4,165,1,no,no,no,product_rand,medium
8.8,8.4,5,269,5,no,yes,no,management,low
8.8,9,5,251,4,no,yes,no,technical,low
9.2,8.8,2,184,1,no,no,no,management,medium
4.6,5,3,124,2,no,yes,no,technical,low
4.2,4.5,1,131,2,no,yes,no,technical,low
7.7,5.8,3,212,2,yes,no,no,management,medium
1.9,9.7,5,250,4,no,yes,no,product_rand,medium
9.7,9.4,4,175,2,no,no,no,management,low
4.8,4.7,3,134,2,no,yes,no,management,low
7.8,8.3,5,136,3,no,no,no,management,high
9.4,9.5,3,156,2,yes,no,no,management,low
8.2,5.8,5,175,2,no,no,no,management,medium
4.9,5.3,1,148,2,no,yes,no,product_rand,low
8.2,7.3,4,171,1,no,no,no,technical,low
5.1,5,3,129,2,no,yes,no,acct_it,low
9.8,6.2,6,262,1,yes,no,no,management,low
9.2,4.9,1,177,2,no,no,no,management,low
9.6,6.5,3,156,1,yes,no,no,product_rand,medium
7,8,5,142,1,no,no,no,management,medium
5.9,6.7,3,134,2,yes,no,no,product_rand,low
6.2,4.3,4,194,1,yes,no,no,mktg_sales,medium
4.8,5.1,1,138,2,no,yes,no,acct_it,medium
9.9,7.1,4,199,3,no,no,no,management,medium
6,8.1,4,273,3,no,no,no,mktg_sales,medium
6.4,8,5,248,1,no,no,no,acct_it,low
9.6,6.1,3,166,2,no,no,no,mktg_sales,medium
5.4,6.5,3,236,6,no,no,no,product_rand,medium
6.4,5.3,1,236,6,no,no,no,technical,medium
8.2,8.9,3,169,2,no,no,no,acct_it,medium
8.9,8.5,4,225,2,no,no,no,support_hr,medium
9.4,7.6,5,203,1,no,no,no,acct_it,medium
1.9,7.7,7,312,3,no,yes,no,technical,low
2.5,8.4,4,216,3,no,no,no,management,medium
9.6,5.9,3,214,1,no,no,no,management,low
4.8,4.6,1,140,2,no,yes,no,product_rand,medium
5.9,4.1,4,177,2,no,no,no,product_rand,medium
8.6,7.9,3,255,3,no,no,no,management,low
8.3,9.2,5,240,4,no,yes,no,mktg_sales,low
4.8,4.6,2,147,2,no,yes,no,product_rand,medium
9.6,4.8,3,222,2,no,no,no,product_rand,medium
2.8,4.1,5,262,2,no,no,no,product_rand,medium
8.1,9.3,4,230,4,no,yes,no,product_rand,low
5.9,9,2,202,2,no,no,no,acct_it,medium
6.2,9.9,4,211,9,no,no,no,acct_it,low
5.7,8.2,3,243,2,no,no,no,product_rand,medium
2.9,4.3,5,178,1,yes,no,no,product_rand,high
7.3,5.4,4,260,2,no,no,no,acct_it,low
4.3,9.2,3,212,6,no,no,no,product_rand,high
6.4,6.1,2,197,2,no,no,no,product_rand,medium
6.4,8.3,4,218,1,yes,no,no,management,low
7.6,6,5,221,2,no,no,no,product_rand,medium
8.3,6.8,4,149,2,no,no,no,technical,low
6.8,7.7,2,213,2,yes,no,no,mktg_sales,medium
8.8,8,4,200,2,no,no,no,product_rand,low
6.9,8.9,5,205,7,yes,no,no,management,low
6.6,4.3,1,110,1,no,no,yes,product_rand,high
6.3,4.7,6,194,2,no,no,no,mktg_sales,low
5.5,8.1,4,174,1,no,no,no,product_rand,low
4.8,4.7,6,177,4,no,no,no,acct_it,low
7.9,7.3,5,155,2,yes,no,no,product_rand,medium
6.9,5.5,6,209,2,no,no,no,product_rand,low
8.1,7.7,3,205,5,yes,no,no,management,medium
4.6,5.1,2,147,2,no,yes,no,management,low
10,8.1,6,248,2,no,no,no,product_rand,low
7.7,4.2,2,127,2,no,no,no,product_rand,medium
8.8,8.7,3,149,2,no,no,no,management,low
7.8,8.4,4,222,2,yes,no,no,technical,medium
6.8,8.3,4,188,3,no,no,no,product_rand,low
8.7,6.3,2,167,2,no,no,no,mktg_sales,medium
6,9.8,3,141,1,no,no,no,management,medium
9.3,5.3,3,235,1,no,no,no,mktg_sales,low
2.2,7.8,5,151,1,no,yes,no,management,low
7.3,5.4,2,199,1,yes,no,no,technical,low
7.9,9.1,3,162,2,no,no,no,product_rand,low
6.7,5.4,3,151,3,no,no,no,acct_it,low
9.4,7.8,5,193,3,no,no,no,management,medium
7.9,9.9,6,232,4,no,yes,no,management,low
7.8,8.5,4,236,5,no,yes,no,acct_it,medium
6.1,7,3,239,5,no,no,no,technical,low
4.2,4.1,2,162,1,no,no,no,management,low
6.1,5,4,146,4,yes,no,no,mktg_sales,medium
5.9,5.6,4,223,2,no,no,no,product_rand,low
9.5,7.9,4,136,1,no,no,yes,product_rand,medium
7,5.5,5,244,1,no,no,no,product_rand,medium
9.5,5.7,3,162,3,no,no,no,product_rand,medium
2.2,6.7,5,239,5,no,no,no,product_rand,medium
9,7.4,4,258,5,no,no,no,acct_it,medium
6.7,8.2,5,232,1,no,no,no,management,medium
6.1,6.7,3,137,5,yes,no,no,technical,medium
5.6,6.6,3,186,1,no,no,no,product_rand,medium
6.4,8,2,186,1,no,no,no,management,medium
5.6,8.8,6,230,1,yes,no,no,technical,low
7.6,7.1,5,219,5,yes,no,no,acct_it,medium
8.5,9.9,5,231,1,no,no,no,acct_it,low
4.6,4.7,2,140,2,no,yes,no,management,medium
9.5,8.8,4,147,3,no,no,no,acct_it,medium
4.8,5.4,3,143,2,yes,yes,no,product_rand,low
7.6,8.7,5,253,4,no,yes,no,mktg_sales,low
7.1,6.1,3,266,4,no,no,no,product_rand,medium
6.3,5.3,5,218,1,no,no,no,technical,low
9.5,7.9,3,261,2,no,no,no,product_rand,low
1.9,8.2,6,246,3,no,yes,no,acct_it,medium
8.9,8.2,4,270,2,no,no,no,mktg_sales,medium
6.2,5.7,4,140,3,yes,no,no,product_rand,medium
6.3,6.9,2,199,2,no,no,no,product_rand,low
5.5,4,1,105,1,no,no,no,acct_it,medium
2,9.4,7,260,3,no,yes,no,technical,low
7.8,9.9,6,226,4,no,yes,no,mktg_sales,low
9.2,7.8,4,264,2,yes,no,no,acct_it,high
4.7,4.7,2,148,2,yes,yes,no,acct_it,low
1.8,9,8,294,3,no,yes,no,acct_it,medium
7.6,6.8,3,226,2,no,no,no,product_rand,low
8.5,7.7,3,260,1,no,no,yes,product_rand,medium
7.6,6.7,2,134,7,no,no,no,product_rand,medium
7.9,9.1,5,217,5,no,yes,no,management,medium
5.3,6.7,3,182,1,no,no,no,acct_it,low
6.2,7.5,5,250,1,no,no,no,product_rand,low
6.7,9.1,4,247,2,yes,no,no,management,medium
6.5,6.5,2,122,1,yes,no,no,product_rand,medium
6.1,4.2,2,244,3,no,no,no,technical,medium
4.2,8.9,4,202,5,no,no,no,management,medium
8,5.4,2,157,2,no,no,no,management,medium
6.9,7.3,3,131,5,no,no,no,product_rand,medium
9.3,7.6,6,130,2,yes,no,no,mktg_sales,low
9.7,7.6,2,196,2,no,no,no,mktg_sales,medium
8.3,6.4,7,176,4,no,no,no,management,low
4.1,5.1,3,109,2,no,no,no,management,medium
2.9,4.3,6,173,1,yes,no,no,product_rand,high
8.5,7.6,3,259,6,no,no,no,product_rand,low
6.3,8.1,5,174,1,no,no,no,product_rand,medium
8.8,8.2,3,193,6,no,no,no,product_rand,medium
2,8.4,5,255,3,no,yes,no,acct_it,low
5.5,8.6,2,184,6,no,no,yes,support_hr,high
9,6.4,4,271,1,yes,no,no,product_rand,low
9.6,6.7,4,229,2,no,no,no,product_rand,low
4.3,4.6,2,152,2,no,yes,no,management,medium
1.9,8.5,7,264,3,no,yes,no,technical,medium
9.6,4.8,5,209,5,yes,no,yes,product_rand,medium
7.3,5.9,2,133,2,no,no,no,mktg_sales,low
9.7,5.5,5,214,5,no,no,no,product_rand,high
1.9,8,8,291,4,no,yes,no,technical,low
7.8,5.6,3,177,2,yes,no,no,product_rand,low
8,5.7,5,119,3,no,no,no,product_rand,low
9.5,6.9,2,245,2,no,no,no,product_rand,low
5.1,4.9,2,152,2,no,yes,no,product_rand,low
4.9,5.3,2,127,2,no,yes,no,technical,low
4.3,4.6,2,146,2,no,yes,no,product_rand,high
5.6,8,4,265,2,no,no,no,mktg_sales,medium
8.4,4.9,5,201,5,no,no,no,acct_it,low
5.9,8.1,5,262,5,no,no,no,mktg_sales,medium
4.2,4.1,2,165,9,no,no,no,management,low
7.8,8.5,4,183,6,no,no,no,product_rand,medium
2.4,6.3,5,263,6,no,no,no,technical,low
2.7,5,5,138,4,yes,no,no,product_rand,low
6.5,5.1,4,211,2,no,no,no,mktg_sales,medium
4.2,4.9,3,149,2,no,yes,no,product_rand,low
8.1,6.7,6,161,1,no,no,no,mktg_sales,low
7.4,6.8,5,230,2,no,no,no,acct_it,low
3.8,5.1,1,142,2,no,no,no,mktg_sales,low
4.7,4.6,2,156,2,no,yes,no,mktg_sales,low
9,5.5,5,249,9,no,no,no,support_hr,high
6.5,9.6,4,251,2,no,no,no,management,low
5.4,5.7,5,138,2,no,no,no,management,medium
6.1,6.5,3,165,2,yes,no,no,product_rand,low
3.1,9.6,4,238,5,no,no,no,product_rand,medium
9.5,9.7,5,194,4,yes,no,no,acct_it,low
4.7,4.7,2,135,2,no,yes,no,product_rand,low
9,5.8,2,168,2,no,no,no,management,medium
9.6,8.5,2,181,1,no,no,no,management,medium
9.3,9.9,4,260,5,no,yes,no,product_rand,low
7,8.3,3,175,2,yes,no,no,product_rand,medium
3.3,5.3,4,157,3,no,no,no,acct_it,medium
9.6,4.2,6,98,3,no,no,no,acct_it,medium
9,6.5,5,192,5,no,yes,no,management,low
8.4,6.9,4,246,2,no,no,no,technical,low
5.9,7.8,2,160,6,no,no,no,product_rand,medium
5.7,8.4,2,263,7,no,no,yes,technical,low
7.1,10,5,163,1,no,no,no,product_rand,low
6.2,5.8,2,117,2,no,no,no,support_hr,high
3.7,4.7,7,139,5,no,no,no,product_rand,low
4.4,8.1,6,125,2,yes,no,no,technical,low
7.3,5.9,4,220,2,no,no,no,technical,low
3.6,4,5,133,3,no,no,no,product_rand,low
7.8,8.3,5,294,5,no,yes,no,management,low
8.7,9.4,6,225,4,no,yes,no,product_rand,medium
8.4,6.3,3,229,3,no,no,no,acct_it,low
7,3.9,1,209,6,no,no,no,product_rand,medium
8.9,5.2,3,167,1,no,no,no,acct_it,low
9.6,8.4,2,150,7,no,no,no,technical,medium
7.6,8.7,4,230,3,no,no,no,technical,low
9.1,6.2,3,255,2,no,no,no,acct_it,medium
6,8.6,5,251,1,no,yes,no,technical,medium
4.2,5.1,2,132,2,no,yes,no,technical,low
4.7,5.2,1,130,2,no,yes,no,product_rand,low
5.4,6.1,3,239,2,no,no,no,product_rand,medium
7.6,8.7,5,260,4,no,yes,no,technical,low
8.1,9.5,5,233,4,no,yes,no,product_rand,high
8.4,5.9,6,145,1,yes,no,no,acct_it,high
6.2,7.5,3,255,2,no,no,no,product_rand,medium
5.8,6.1,5,178,2,no,no,no,acct_it,low
1.8,8.8,7,264,3,no,yes,no,product_rand,medium
9.2,9.9,4,256,4,no,yes,no,acct_it,medium
6,7.2,4,273,2,no,no,no,acct_it,low
1.8,9.6,7,263,3,no,yes,no,technical,medium
8.6,9.7,5,254,4,no,yes,no,management,low
8.8,4.8,4,137,1,no,no,no,mktg_sales,medium
3.3,9.5,2,192,4,no,no,no,management,low
7.7,8.7,2,158,2,no,no,no,acct_it,medium
8.2,5.3,2,258,4,no,yes,no,acct_it,high
6.1,7,3,278,5,no,yes,no,management,low
5.9,6.8,3,163,2,no,no,no,product_rand,low
6.4,7.6,4,264,1,no,no,no,technical,medium
8.3,8.8,3,144,2,no,no,yes,technical,medium
4.5,5,2,131,2,no,yes,no,management,low
6.9,5.5,4,259,2,yes,no,no,acct_it,medium
3.7,3.9,2,173,2,no,no,no,product_rand,medium
9.2,6.7,4,256,1,no,no,no,product_rand,low
6.9,6,4,205,1,no,no,no,product_rand,low
4.9,4.7,3,127,2,no,yes,no,technical,low
4.8,5.4,3,125,2,no,yes,no,management,medium
9.7,6.5,3,217,1,no,no,no,acct_it,low
6.3,6.1,4,211,1,no,no,no,product_rand,medium
9.1,10,4,221,5,no,yes,no,product_rand,medium
3.3,9.7,4,160,2,no,no,no,product_rand,low
6.9,6.7,3,255,2,no,yes,no,acct_it,low
7.6,7.9,5,204,4,no,no,no,acct_it,medium
8.5,4.9,4,218,1,no,no,no,acct_it,low
8.3,8.3,2,196,2,no,no,no,acct_it,medium
7.4,7.9,4,131,2,no,no,yes,acct_it,medium
8.2,9.4,3,141,1,no,no,no,management,medium
8.6,8.5,4,210,9,no,no,no,product_rand,low
4.9,5.7,2,155,2,yes,yes,no,acct_it,low
6.6,7.8,3,179,2,yes,no,no,acct_it,low
1.9,9.2,5,261,3,no,yes,no,acct_it,low
6.8,4.9,2,237,2,no,no,no,management,medium
7.8,8.2,5,249,4,yes,yes,no,product_rand,medium
1.8,7.8,7,295,3,no,yes,no,support_hr,low
2.9,5.8,7,202,4,no,yes,no,management,medium
6.1,6.8,3,255,3,no,no,no,product_rand,low
7.4,7,3,233,3,no,no,no,support_hr,medium
2.5,3.6,7,193,1,no,no,no,mktg_sales,medium
7.7,5.1,4,251,2,yes,no,no,product_rand,medium
6.5,9.7,3,195,1,no,no,no,technical,high
2.4,7.6,5,207,4,no,no,no,product_rand,medium
9.5,8.2,3,190,2,no,no,no,product_rand,low
9.6,5.2,2,181,1,yes,no,no,product_rand,low
6,9.7,4,130,3,no,no,no,product_rand,medium
6,9.1,4,183,2,yes,no,no,management,low
5,5.6,3,133,2,no,yes,no,management,medium
7.4,6.5,3,191,2,no,no,no,management,low
1.9,8.9,7,310,3,no,yes,no,acct_it,medium
7.4,8.5,2,256,2,no,no,no,product_rand,medium
2,7.7,7,293,3,no,yes,no,product_rand,low
8.3,6.8,3,240,1,no,no,no,mktg_sales,medium
7.7,7.1,5,247,2,no,no,no,acct_it,medium
6.2,8.4,4,256,3,no,no,no,management,low
5.1,8.7,4,254,4,yes,no,no,product_rand,low
9.5,9.9,1,161,2,no,no,no,product_rand,medium
9,9.9,6,258,4,no,yes,no,technical,medium
5.6,5.1,2,275,1,no,no,no,mktg_sales,medium
2.5,5.7,3,115,2,no,no,no,product_rand,medium
4.6,5.4,2,139,2,no,yes,no,product_rand,low
2.4,7.6,4,260,5,no,no,no,technical,low
7.8,7.6,4,216,2,no,no,no,product_rand,low
6.3,5.4,3,178,1,no,no,no,management,medium
7.4,7.6,4,146,7,no,no,no,technical,medium
6.7,6.7,4,233,2,no,no,no,product_rand,medium
6.3,6.6,3,170,2,yes,no,no,support_hr,low
6.9,5,3,223,1,no,no,no,management,medium
5.5,4.9,3,227,2,no,no,no,support_hr,high
6.7,8.1,4,220,3,no,no,no,mktg_sales,medium
9.1,7.6,2,257,6,no,no,no,mktg_sales,low
2,8.1,4,290,3,no,yes,no,product_rand,low
2,8.4,7,288,3,no,yes,no,technical,medium
5.4,6.3,4,213,2,no,no,no,management,medium
7.1,4.1,3,249,4,no,no,no,mktg_sales,low
6.9,8,3,185,1,yes,no,no,acct_it,medium
8.2,9.5,4,247,4,no,yes,no,product_rand,medium
7,7.8,5,191,2,no,no,no,product_rand,medium
1.8,7.9,6,290,4,no,yes,no,product_rand,low
8,8.9,3,133,2,no,no,no,technical,medium
3.2,8.1,5,258,6,no,no,no,support_hr,high
7.9,9.1,6,269,2,yes,no,no,technical,medium
7.7,9.5,5,262,9,no,no,yes,support_hr,high
8.4,8.7,4,150,5,no,no,no,management,medium
8.3,10,3,241,4,no,yes,no,management,low
4.3,5.1,3,133,2,no,yes,no,acct_it,medium
5.4,6.6,3,161,2,no,no,no,product_rand,medium
5.5,4.6,4,167,2,no,no,no,mktg_sales,low
2.5,5.9,5,248,4,no,no,no,product_rand,low
7.6,9.6,5,257,5,yes,yes,no,management,medium
4.6,4.6,3,145,2,no,yes,no,acct_it,high
5.6,9.1,3,203,2,no,no,no,product_rand,low
1.9,8.7,7,302,3,no,yes,no,product_rand,low
9.6,4.9,3,163,1,no,no,no,mktg_sales,low
4.2,7,3,111,2,no,no,no,mktg_sales,high
5.9,7.9,3,207,2,no,no,no,product_rand,medium
9.6,6.8,2,164,2,no,no,yes,technical,medium
9.2,9.5,2,186,1,no,no,no,product_rand,low
8.7,10,4,225,4,no,yes,no,acct_it,low
9,5.5,3,154,1,no,no,no,product_rand,medium
5.3,9.3,4,224,5,no,yes,no,acct_it,low
5.8,5.2,3,232,3,no,no,no,technical,low
7.6,6.8,4,130,1,no,no,no,product_rand,low
8.5,8.8,2,222,1,yes,no,no,management,high
7.8,7.6,3,249,2,no,no,no,product_rand,medium
9.3,8.5,5,264,4,no,yes,no,product_rand,low
8.7,7.7,2,149,3,no,no,no,technical,low
7,5.2,1,101,5,no,no,no,acct_it,low
3.6,4.8,3,116,5,yes,no,no,management,low
8.1,9.3,6,272,4,no,yes,no,acct_it,medium
6.9,5.9,6,264,1,no,no,no,acct_it,medium
6.2,5,2,146,2,no,no,no,product_rand,medium
7.3,5.9,3,174,2,no,no,no,product_rand,low
5.2,4.6,1,152,1,no,no,no,technical,medium
7.4,9.1,2,266,2,no,no,no,product_rand,low
1.9,7.7,5,246,3,no,yes,no,product_rand,low
2.9,9.8,7,208,4,yes,no,no,mktg_sales,low
7.7,5.1,3,188,1,yes,no,no,management,low
5.8,6.8,4,175,2,no,no,no,product_rand,medium
6.9,8.5,4,201,2,no,no,no,product_rand,medium
9.4,5.9,4,162,2,no,no,no,product_rand,low
5.6,5.8,2,145,2,no,no,no,management,low
9.5,4.9,1,245,4,no,no,no,management,low
2,8.8,7,248,3,no,yes,no,management,low
8.4,8.3,5,248,4,yes,yes,no,product_rand,low
6.9,9.4,3,179,1,yes,no,no,acct_it,low
1.9,7.8,4,290,3,yes,yes,no,mktg_sales,medium
2.7,9.8,4,227,3,yes,no,no,technical,low
3,8,3,151,4,no,no,no,mktg_sales,medium
2.9,7.2,3,248,5,no,no,no,technical,high
6.3,9,4,189,1,no,no,no,acct_it,low
9.7,4.7,2,159,3,no,no,no,product_rand,low
6.4,4.5,4,99,3,no,no,no,technical,low
7.8,6.4,2,192,2,no,no,no,product_rand,high
8.7,5.9,3,266,1,no,no,no,management,low
9,9.6,5,220,5,no,yes,no,mktg_sales,medium
6.1,10,2,245,3,no,no,no,acct_it,low
6.1,5.4,4,206,2,no,no,no,mktg_sales,low
5.4,8.8,3,239,7,no,no,no,mktg_sales,medium
9,9.6,3,182,7,no,no,no,support_hr,high
8.8,5.1,3,229,2,no,no,no,product_rand,low
5.4,6.7,4,144,1,no,no,no,management,medium
5.8,5.1,2,278,1,yes,no,no,mktg_sales,medium
4.9,4.7,2,134,2,no,yes,no,acct_it,low
7.8,8.5,4,267,4,no,yes,no,management,low
6.5,6,5,126,1,no,no,no,product_rand,medium
6.3,6,4,144,3,no,no,no,product_rand,medium
9.7,7.2,4,258,3,no,no,no,acct_it,medium
7.9,7.6,2,219,2,yes,no,no,technical,medium
2.7,5,4,128,2,yes,no,no,mktg_sales,medium
10,8.6,3,245,3,no,no,no,product_rand,medium
8.3,8,2,179,1,yes,no,no,mktg_sales,medium
8.3,6,2,142,1,no,no,no,acct_it,high
4.8,5.6,2,104,2,yes,no,no,product_rand,medium
4.6,5.6,2,153,2,no,yes,no,technical,low
8.1,9.6,4,175,1,no,no,no,mktg_sales,low
8.8,6.8,4,252,2,no,no,no,acct_it,low
7.7,9.3,4,245,4,no,yes,no,acct_it,low
5.1,4.8,1,154,2,no,yes,no,acct_it,low
6.8,5.9,3,196,1,yes,no,no,management,medium
7.9,7.4,4,241,1,no,no,no,acct_it,low
7.4,6.8,5,247,3,no,no,no,acct_it,low
4.4,4.9,1,159,2,no,yes,no,product_rand,low
4.5,5.2,2,129,2,no,yes,no,acct_it,low
4.6,5.6,1,154,2,no,yes,no,technical,low
5.3,6.4,4,224,2,no,no,no,product_rand,low
8.9,8.4,3,173,3,yes,no,no,management,medium
5.7,9.8,4,261,2,no,no,no,mktg_sales,medium
7.9,8.5,5,192,1,no,no,no,product_rand,low
5.9,6.4,1,133,1,no,no,no,product_rand,low
7.7,9.1,4,133,2,no,no,no,support_hr,medium
7.7,5.4,6,223,2,no,no,no,acct_it,medium
5.4,8.8,5,242,2,no,no,no,product_rand,low
9.2,9.3,4,238,1,no,no,no,management,low
6.6,9.1,4,255,9,no,no,no,product_rand,medium
7.2,8.2,4,269,3,no,no,no,management,medium
2.6,8.6,5,262,3,no,no,no,technical,medium
4.4,5.6,1,155,2,no,yes,no,product_rand,low
4.9,5.2,2,146,2,no,yes,no,product_rand,low
6,4.8,6,191,1,yes,no,no,acct_it,medium
6.6,5.2,4,150,2,no,no,no,product_rand,medium
9.1,6.6,3,251,3,no,no,no,management,low
8.8,9.8,4,249,4,no,yes,no,product_rand,low
4.7,4.9,1,151,2,no,yes,no,technical,low
6.8,6,2,264,3,no,no,no,product_rand,low
9.4,5.6,6,144,2,no,no,no,acct_it,medium
7.5,9.2,3,243,7,no,no,no,product_rand,medium
7.5,8.1,3,147,1,no,no,no,technical,low
6.8,5.3,3,216,2,no,no,no,technical,high
8.9,9,3,230,2,no,no,no,management,low
6,7.3,3,129,2,no,no,no,technical,medium
8.1,7.2,7,241,3,no,no,no,technical,low
5,5.1,2,140,2,no,yes,no,management,medium
5,5.1,2,144,2,no,yes,no,management,medium
4,10,3,205,2,yes,no,no,product_rand,medium
2.5,5.1,6,221,2,no,no,no,product_rand,low
5.1,5.5,4,207,1,no,no,no,product_rand,low
8,8.4,4,228,2,yes,no,no,technical,low
8.1,6.6,2,153,3,no,no,no,management,medium
5.5,6.8,5,276,3,no,no,no,product_rand,medium
8.3,9.2,5,236,4,no,yes,no,mktg_sales,medium
9.3,5.6,4,173,2,no,no,no,product_rand,medium
6.8,7.5,4,169,3,no,no,no,product_rand,medium
9.8,9.1,3,192,3,no,no,no,technical,medium
8.6,4.6,5,117,2,no,no,no,management,low
7.9,5.5,4,214,2,no,no,no,management,medium
7.2,9,4,108,4,no,no,yes,mktg_sales,low
1.9,8.2,8,264,3,no,yes,no,mktg_sales,low
8.3,8.3,3,201,1,no,no,no,acct_it,low
2.4,7.6,6,196,2,no,no,no,acct_it,medium
5.6,9.5,2,188,1,no,no,no,product_rand,low
8.8,9,6,257,4,no,yes,no,management,low
6.4,8.2,5,271,2,no,no,no,management,low
5.1,5.4,2,132,2,no,yes,no,product_rand,high
4.3,4.9,3,173,2,no,no,no,product_rand,high
3.1,8.4,5,129,4,no,no,no,product_rand,low
7.2,5.1,2,173,1,no,no,no,management,low
6.9,5.7,3,163,1,yes,no,no,mktg_sales,medium
2.1,9,3,205,2,no,no,no,management,low
7.8,7.6,3,217,2,no,no,no,acct_it,high
6.1,6.1,2,165,1,yes,no,no,technical,low
3.3,4.6,3,219,3,no,yes,no,acct_it,medium
9.2,8.2,7,279,2,no,no,no,acct_it,low
8.5,9.4,4,263,4,no,yes,no,product_rand,medium
6,5.7,3,117,3,no,no,no,support_hr,medium
5.7,6.3,5,244,2,no,no,no,product_rand,low
2,9.1,7,275,3,no,yes,no,management,medium
3.5,3.7,2,168,3,yes,no,no,technical,low
6.8,5.7,5,222,2,no,no,no,product_rand,high
6.7,4.9,3,150,2,no,no,no,acct_it,medium
10,8,4,226,2,no,no,no,mktg_sales,medium
4.3,5.1,1,154,2,yes,yes,no,product_rand,low
3,6.1,5,235,4,no,no,no,product_rand,high
8.4,6.8,1,284,1,no,no,no,management,medium
8.7,7.9,3,135,1,no,no,no,acct_it,medium
9.5,7.3,5,205,1,no,no,no,product_rand,low
4.3,5.4,2,149,2,no,yes,no,management,low
6.4,8.8,3,262,2,yes,no,no,product_rand,medium
5.1,5.3,2,158,2,no,yes,no,product_rand,low
9.6,7.2,4,161,2,no,no,no,product_rand,medium
9.5,9.5,4,172,2,no,no,no,management,medium
9.1,8.2,5,259,4,no,yes,no,management,low
4.9,4.6,3,157,2,no,yes,no,acct_it,low
1.9,8.7,8,244,3,no,yes,no,product_rand,low
7.4,8.8,3,138,1,no,no,no,acct_it,low
6.8,5.1,3,211,1,no,no,no,technical,low
3.2,9.4,7,136,2,yes,no,no,product_rand,low
8.1,5.6,3,250,2,no,no,no,product_rand,low
6.1,7,2,207,1,no,no,no,management,medium
9.6,9.5,6,184,1,no,no,no,acct_it,medium
2,7.7,5,271,3,no,yes,no,management,medium
4.6,6.1,2,164,1,no,no,no,mktg_sales,low
3.3,8.7,2,270,3,no,no,no,acct_it,low
9,8.3,4,265,3,no,no,yes,acct_it,low
6,8.4,3,142,3,no,no,no,product_rand,medium
5.9,9.4,5,269,3,no,no,no,management,low
4.7,5.6,3,122,1,no,no,no,product_rand,medium
5.9,6.4,1,223,2,no,no,no,acct_it,low
10,5.6,4,186,2,no,no,no,management,medium
7.9,4,5,208,4,no,no,no,management,low
9.5,7,6,145,1,no,no,no,management,medium
7.4,6.3,4,208,2,no,no,no,product_rand,low
2.4,3.6,6,155,1,no,no,yes,technical,low
9.2,5.5,5,174,3,no,no,no,technical,low
5.7,8.2,3,133,1,yes,no,no,management,medium
9.6,8.5,4,202,3,no,no,no,acct_it,medium
8.1,9.1,3,224,1,no,no,no,management,low
9.2,7.5,1,144,2,no,no,no,product_rand,low
4.8,4.7,1,164,2,no,yes,no,product_rand,low
1.9,7.7,6,313,3,no,yes,no,acct_it,medium
4.3,5.1,2,130,2,no,yes,no,acct_it,medium
4.9,5.5,2,124,2,no,yes,no,product_rand,low
9.2,6.7,3,209,2,no,no,no,technical,low
2.2,7.6,6,218,3,no,no,no,acct_it,low
8.4,7.1,3,204,4,no,no,yes,product_rand,medium
9.2,3.8,6,274,4,no,no,no,product_rand,low
9.1,8.1,5,149,1,no,no,no,acct_it,low
8.5,6.1,6,259,1,no,no,no,management,low
8.4,7.9,3,172,2,no,no,yes,acct_it,low
4.1,6.2,3,114,1,no,no,no,acct_it,low
8,6.2,5,147,2,no,no,yes,support_hr,high
7.4,9.9,2,224,1,no,no,no,management,medium
8.3,6.1,2,174,4,no,no,yes,product_rand,low
2,8.9,5,258,4,no,yes,no,product_rand,low
